genus,organism_name,assembly_id
Peronospora,Peronospora tabacina,GCA_002099245.1
Pestalotiopsis,Pestalotiopsis disseminata,GCA_055824565.1
Pestalotiopsis,Pestalotiopsis fici W106-1,GCA_000516985.1
Pestalotiopsis,Pestalotiopsis kenyana,GCA_018092595.1
Pestalotiopsis,Pestalotiopsis microspora,GCA_041412015.1
Pestalotiopsis,Pestalotiopsis neglecta,GCA_030412595.1
Pestalotiopsis,Pestalotiopsis sp. 9143b,GCA_023701735.1
Pestalotiopsis,Pestalotiopsis sp. CR013,GCA_018092615.1
Pestalotiopsis,Pestalotiopsis sp. DP-2020a,GCA_018115615.1
Pestalotiopsis,Pestalotiopsis sp. IQ-011,GCA_036852665.1
Pestalotiopsis,Pestalotiopsis sp. JCM 9685,GCA_001599175.1
Pestalotiopsis,Pestalotiopsis sp. LF_19_12,GCA_023510015.1
Pestalotiopsis,Pestalotiopsis sp. MUOB 440515,GCA_021199905.1
Pestalotiopsis,Pestalotiopsis sp. NC0098,GCA_022432395.1
Phaeoacremonium,Phaeoacremonium minimum UCRPA7,GCA_000392275.1
Phoma,Phoma herbarum,GCA_001599375.1
Phoma,Phoma sp. ATCC 74077,GCA_033682645.1
Phoma,Phoma sp. RAV-16-625,GCA_004335185.1
Phoma,Phoma sp. XZ068,GCA_004835665.1
Phoma,Phoma sp. YAFEF320,GCA_033444525.1
Phomopsis,Phomopsis mahothocarpi,GCA_043640725.1
Phragmidium,,
Phyllachora,Phyllachora maydis,GCA_011801745.1
Phyllachora,Phyllachora maydis,GCA_029339225.1
Phyllosticta,Phyllosticta ampelicida,GCA_020351975.1
Phyllosticta,Phyllosticta ampelicida,GCA_051529495.1
Phyllosticta,Phyllosticta ampelicida,GCA_051529515.1
Phyllosticta,Phyllosticta ampelicida,GCA_051529535.1
Phyllosticta,Phyllosticta capitalensis,GCA_001604925.1
Phyllosticta,Phyllosticta capitalensis,GCA_006984725.1
Phyllosticta,Phyllosticta capitalensis,GCA_038381095.1
Phyllosticta,Phyllosticta capitalensis,GCA_038381135.1
Phyllosticta,Phyllosticta capitalensis,GCA_038381155.1
Phyllosticta,Phyllosticta capitalensis,GCA_038381175.1
Phyllosticta,Phyllosticta capitalensis,GCA_038381195.1
Phyllosticta,Phyllosticta capitalensis,GCA_041146515.1
Phyllosticta,Phyllosticta citriasiana,GCA_009193405.1
Phyllosticta,Phyllosticta citriasiana,GCA_030028455.1
Phyllosticta,Phyllosticta citriasiana,GCA_030028535.1
Phyllosticta,Phyllosticta citriasiana,GCA_030028555.1
Phyllosticta,Phyllosticta citriasiana,GCA_038021125.1
Phyllosticta,Phyllosticta citriasiana,GCA_038021145.1
Phyllosticta,Phyllosticta citribraziliensis,GCA_038025025.1
Phyllosticta,Phyllosticta citribraziliensis,GCA_038380855.1
Phyllosticta,Phyllosticta citricarpa,GCA_001604955.1
Phyllosticta,Phyllosticta citricarpa,GCA_006984745.1
Phyllosticta,Phyllosticta citricarpa,GCA_018990085.1
Phyllosticta,Phyllosticta citricarpa,GCA_018990095.1
Phyllosticta,Phyllosticta citricarpa,GCA_018990155.1
Phyllosticta,Phyllosticta citricarpa,GCA_018991845.1
Phyllosticta,Phyllosticta citricarpa,GCA_018991875.1
Phyllosticta,Phyllosticta citricarpa,GCA_018991885.1
Phyllosticta,Phyllosticta citricarpa,GCA_018991915.1
Phyllosticta,Phyllosticta citricarpa,GCA_018992025.1
Phyllosticta,Phyllosticta citricarpa,GCA_018992335.1
Phyllosticta,Phyllosticta citricarpa,GCA_018992365.1
Phyllosticta,Phyllosticta citricarpa,GCA_019008305.1
Phyllosticta,Phyllosticta citricarpa,GCA_019008345.1
Phyllosticta,Phyllosticta citricarpa,GCA_019008445.1
Phyllosticta,Phyllosticta citricarpa,GCA_019008475.1
Phyllosticta,Phyllosticta citricarpa,GCA_019009905.1
Phyllosticta,Phyllosticta citricarpa,GCA_019009935.1
Phyllosticta,Phyllosticta citricarpa,GCA_019009945.1
Phyllosticta,Phyllosticta citricarpa,GCA_030028495.1
Phyllosticta,Phyllosticta citricarpa,GCA_030028515.1
Phyllosticta,Phyllosticta citricarpa,GCA_037962995.1
Phyllosticta,Phyllosticta citricarpa,GCA_038025055.1
Phyllosticta,Phyllosticta citricarpa,GCA_038025095.1
Phyllosticta,Phyllosticta citricarpa,GCA_038025125.1
Phyllosticta,Phyllosticta citricarpa,GCA_038051245.1
Phyllosticta,Phyllosticta citricarpa,GCA_038051255.1
Phyllosticta,Phyllosticta citricarpa,GCA_043640705.1
Phyllosticta,Phyllosticta citricarpa CGMCC3.14348,GCA_000382785.1
Phyllosticta,Phyllosticta citrichinensis,GCA_038380875.1
Phyllosticta,Phyllosticta citrichinensis,GCA_038380885.1
Phyllosticta,Phyllosticta paracitricarpa,GCA_030028435.1
Phyllosticta,Phyllosticta paracitricarpa,GCA_030028475.1
Phyllosticta,Phyllosticta paracitricarpa,GCA_038051015.1
Phyllosticta,Phyllosticta paracitricarpa,GCA_038381115.1
Phymatotrichopsis,Phymatotrichopsis omnivora,GCA_016880775.1
Phymatotrichopsis,Phymatotrichopsis omnivora,GCA_016880785.1
Phymatotrichopsis,Phymatotrichopsis omnivora,GCA_016880835.1
Phymatotrichopsis,Phymatotrichopsis omnivora,GCA_016880855.1
Plasmopara,Plasmopara halstedii,GCA_003640465.1
Plasmopara,Plasmopara halstedii,GCA_003640505.1
Plasmopara,Plasmopara halstedii,GCA_003724065.1
Plasmopara,Plasmopara halstedii,GCA_004380875.1
Plasmopara,Plasmopara halstedii,GCA_051530165.1
Plasmopara,Plasmopara halstedii,GCA_051820855.1
Plasmopara,Plasmopara halstedii,GCA_051820915.1
Plasmopara,Plasmopara muralis,GCA_003676415.1
Plasmopara,Plasmopara obducens,GCA_003640485.1
Plasmopara,Plasmopara obducens,GCA_003640625.1
Plasmopara,Plasmopara viticola,GCA_001695595.3
Plasmopara,Plasmopara viticola,GCA_001974925.1
Plasmopara,Plasmopara viticola,GCA_003123765.1
Plasmopara,Plasmopara viticola,GCA_055472655.1
Plasmopara,Plasmopara viticola lesion associated botybirna 1,GCA_050925055.1
Plasmopara,Plasmopara viticola lesion associated botybirna 2,GCA_050925035.1
Plasmopara,Plasmopara viticola lesion associated toti 1,GCA_050925185.1
Plasmopara,Plasmopara viticola lesion associated toti 3,GCA_050925205.1
Pleurotus,Pleurotus citrinopileatus,GCA_003314595.1
Pleurotus,Pleurotus citrinopileatus,GCA_017312325.1
Pleurotus,Pleurotus cornucopiae,GCA_019677325.2
Pleurotus,Pleurotus djamor,GCA_029747585.1
Pleurotus,Pleurotus djamor,GCA_049864135.1
Pleurotus,Pleurotus eryngii,GCA_001717165.1
Pleurotus,Pleurotus eryngii,GCA_003243765.1
Pleurotus,Pleurotus eryngii,GCA_003314755.1
Pleurotus,Pleurotus eryngii,GCA_015484515.1
Pleurotus,Pleurotus eryngii var. elaeoselini,GCA_029874175.1
Pleurotus,Pleurotus eryngii var. eryngii,GCA_029467805.1
Pleurotus,Pleurotus eryngii var. ferulae,GCA_029467795.1
Pleurotus,Pleurotus floridanus,GCA_019395345.1
Pleurotus,Pleurotus giganteus,GCA_032158425.1
Pleurotus,Pleurotus giganteus,GCA_036873075.1
Pleurotus,Pleurotus ostreatoroseus,GCA_005298045.1
Pleurotus,Pleurotus ostreatus,GCA_001956935.2
Pleurotus,Pleurotus ostreatus,GCA_003313235.2
Pleurotus,Pleurotus ostreatus,GCA_014466165.1
Pleurotus,Pleurotus ostreatus,GCA_024195665.1
Pleurotus,Pleurotus ostreatus,GCA_029852705.2
Pleurotus,Pleurotus ostreatus,GCA_051307915.1
Pleurotus,Pleurotus ostreatus,GCA_056149245.1
Pleurotus,Pleurotus ostreatus,GCA_056149315.1
Pleurotus,Pleurotus ostreatus PC15,GCA_000697685.1
Pleurotus,Pleurotus ostreatus/Saccharomyces cerevisiae fusant,GCA_024196135.1
Pleurotus,Pleurotus platypus,GCA_003313735.1
Pleurotus,Pleurotus pulmonarius,GCA_012979565.1
Pleurotus,Pleurotus pulmonarius,GCA_012980525.1
Pleurotus,Pleurotus pulmonarius,GCA_012980535.1
Pleurotus,Pleurotus pulmonarius,GCA_032158505.1
Pleurotus,Pleurotus pulmonarius,GCA_047301645.1
Pleurotus,Pleurotus salmoneostramineus,GCA_001742905.1
Pleurotus,Pleurotus salmoneostramineus,GCA_002583695.1
Pleurotus,Pleurotus salmoneostramineus,GCA_002933715.1
Pleurotus,Pleurotus salmoneostramineus,GCA_054785465.1
Pleurotus,Pleurotus salmoneostramineus,GCA_054785515.1
Pleurotus,Pleurotus sapidus,GCA_026743855.1
Pleurotus,Pleurotus tuber-regium,GCA_003314355.1
Pleurotus,Pleurotus tuber-regium,GCA_014058305.1
Pleurotus,Pleurotus tuber-regium,GCA_019693315.1
Pleurotus,Pleurotus tuoliensis,GCA_002847145.1
Pleurotus,Pleurotus tuoliensis,GCA_003243755.1
Pleurotus,Pleurotus tuoliensis,GCA_003313115.1
Pleurotus,Pleurotus tuoliensis,GCA_029874165.1
Pleurotus,Pleurotus tuoliensis,GCA_036872985.1
Podosphaera,Podosphaera aphanis,GCA_022627015.3
Podosphaera,Podosphaera aphanis,GCA_051988445.2
Podosphaera,Podosphaera aphanis,GCA_051988555.2
Podosphaera,Podosphaera cerasi,GCA_018398735.1
Podosphaera,Podosphaera fusca,GCA_030378345.1
Podosphaera,Podosphaera leucotricha,GCA_013170925.1
Podosphaera,Podosphaera leucotricha,GCA_051996105.2
Podosphaera,Podosphaera leucotricha,GCA_051996125.2
Podosphaera,Podosphaera leucotricha,GCA_055796225.1
Podosphaera,Podosphaera xanthii,GCA_010015925.1
Podosphaera,Podosphaera xanthii,GCA_014884795.1
Podosphaera,Podosphaera xanthii,GCA_028751805.1
Podosphaera,Podosphaera xanthii,GCA_037575625.1
Pseudonectria,Pseudonectria buxi,GCA_003693515.1
Pseudonectria,Pseudonectria buxi,GCA_003693545.1
Pseudonectria,Pseudonectria foliicola,GCA_002911195.1
Pseudonectria,Pseudonectria foliicola,GCA_003693505.1
Pseudoperonospora,Pseudoperonospora cubensis,GCA_000252605.1
Pseudoperonospora,Pseudoperonospora humuli,GCA_003991265.1
Puccinia,Puccinia arachidis,GCA_001013415.1
Puccinia,Puccinia brachypodii,GCA_019395275.1
Puccinia,Puccinia coronata f. sp. avenae,GCA_002873125.1
Puccinia,Puccinia coronata f. sp. avenae,GCA_002873275.1
Puccinia,Puccinia graminis f. sp. tritici,GCA_002762355.2
Puccinia,Puccinia graminis f. sp. tritici,GCA_008520325.1
Puccinia,Puccinia graminis f. sp. tritici,GCA_008522505.1
Puccinia,Puccinia graminis f. sp. tritici CRL 75-36-700-3,GCA_000149925.1
Puccinia,Puccinia hordei,GCA_007896445.1
Puccinia,Puccinia horiana,GCA_001624995.1
Puccinia,Puccinia novopanici,GCA_004348175.1
Puccinia,Puccinia polysora,GCA_025617555.3
Puccinia,Puccinia silphii,GCA_046128785.1
Puccinia,Puccinia silphii,GCA_050655635.1
Puccinia,Puccinia sorghi,GCA_001263375.1
Puccinia,Puccinia striiformis,GCA_002008925.1
Puccinia,Puccinia striiformis,GCA_002008935.1
Puccinia,Puccinia striiformis,GCA_002008965.1
Puccinia,Puccinia striiformis,GCA_002920065.1
Puccinia,Puccinia striiformis,GCA_002920205.1
Puccinia,Puccinia striiformis,GCA_004194325.1
Puccinia,Puccinia striiformis f. sp. tritici,GCA_001936605.2
Puccinia,Puccinia striiformis f. sp. tritici,GCA_002900275.1
Puccinia,Puccinia striiformis f. sp. tritici,GCA_011750625.1
Puccinia,Puccinia striiformis f. sp. tritici,GCA_011750755.1
Puccinia,Puccinia striiformis f. sp. tritici,GCA_021901655.1
Puccinia,Puccinia striiformis f. sp. tritici,GCA_021901695.1
Puccinia,Puccinia striiformis f. sp. tritici,GCA_025169535.1
Puccinia,Puccinia striiformis f. sp. tritici,GCA_025169555.1
Puccinia,Puccinia striiformis f. sp. tritici,GCA_039519205.1
Puccinia,Puccinia striiformis f. sp. tritici,GCA_039519225.1
Puccinia,Puccinia striiformis f. sp. tritici,GCA_050613835.1
Puccinia,Puccinia striiformis f. sp. tritici,GCA_050613845.1
Puccinia,Puccinia striiformis f. sp. tritici 08/21,GCA_000342565.1
Puccinia,Puccinia striiformis f. sp. tritici 87/7,GCA_000342625.1
Puccinia,Puccinia striiformis f. sp. tritici CY32,GCA_000474995.1
Puccinia,Puccinia striiformis f. sp. tritici PST-130,GCA_000223505.1
Puccinia,Puccinia striiformis f. sp. tritici PST-130,GCA_025869475.1
Puccinia,Puccinia striiformis f. sp. tritici PST-130,GCA_025869495.1
Puccinia,Puccinia striiformis f. sp. tritici PST-78,GCA_001191645.1
Puccinia,Puccinia striiformis f. sp. tritici PST21,GCA_000342545.1
Puccinia,Puccinia striiformis f. sp. tritici PST43,GCA_000342525.1
Puccinia,Puccinia triticina,GCA_013090125.1
Puccinia,Puccinia triticina,GCA_019358815.1
Puccinia,Puccinia triticina,GCA_026914185.1
Puccinia,Puccinia triticina,GCA_026914245.1
Puccinia,Puccinia triticina,GCA_029618625.1
Puccinia,Puccinia triticina,GCA_029618635.1
Puccinia,Puccinia triticina,GCA_029633885.1
Puccinia,Puccinia triticina,GCA_029634005.1
Puccinia,Puccinia triticina 1-1 BBBD Race 1,GCA_000151525.2
Puccinia,Puccinia triticina Race 106,GCA_001706785.1
Puccinia,Puccinia triticina Race 77,GCA_001706745.1
Puccinia,Puccinia triticina Race 77,GCA_001706815.1
Puccinia,Puccinia triticina Race 77,GCA_001706825.1
Puccinia,Puccinia triticina Race 77,GCA_001707035.1
Puccinia,Puccinia triticina Race 77,GCA_001707045.1
Puccinia,Puccinia triticina Race 77,GCA_001707075.1
Puccinia,Puccinia triticina Race 77,GCA_001707095.1
Puccinia,Puccinia triticina Race 77,GCA_001707215.1
Puccinia,Puccinia triticina Race 77,GCA_001707295.1
Puccinia,Puccinia triticina Race 77,GCA_001707345.1
Puccinia,Puccinia triticina Race 77,GCA_001707355.1
Puccinia,Puccinia triticina Race 77,GCA_001707385.1
Puccinia,Puccinia triticina Race 77,GCA_001707415.1
Puccinia,Puccinia triticina Race 77,GCA_001707655.1
Pyriculria,,
Ramularia,Ramularia coccinea,GCA_004155245.1
Ramularia,Ramularia coccinea,GCA_013461505.1
Ramularia,Ramularia collo-cygni,GCA_001510955.1
Ramularia,Ramularia endophylla,GCA_002116395.1
Rhizoctonia,Rhizoctonia solani,GCA_001286725.1
Rhizoctonia,Rhizoctonia solani,GCA_015341985.1
Rhizoctonia,Rhizoctonia solani,GCA_015342405.1
Rhizoctonia,Rhizoctonia solani,GCA_015342415.1
Rhizoctonia,Rhizoctonia solani,GCA_015342435.1
Rhizoctonia,Rhizoctonia solani,GCA_016906535.1
Rhizoctonia,Rhizoctonia solani,GCA_017311305.1
Rhizoctonia,Rhizoctonia solani,GCA_019297585.1
Rhizoctonia,Rhizoctonia solani,GCA_020746845.1
Rhizoctonia,Rhizoctonia solani,GCA_024722335.1
Rhizoctonia,Rhizoctonia solani,GCA_025504695.1
Rhizoctonia,Rhizoctonia solani,GCA_026686785.1
Rhizoctonia,Rhizoctonia solani,GCA_026766895.1
Rhizoctonia,Rhizoctonia solani,GCA_028551635.1
Rhizoctonia,Rhizoctonia solani,GCA_030142035.1
Rhizoctonia,Rhizoctonia solani,GCA_034770255.1
Rhizoctonia,Rhizoctonia solani,GCA_034770285.1
Rhizoctonia,Rhizoctonia solani,GCA_039906435.1
Rhizoctonia,Rhizoctonia solani,GCA_044039995.1
Rhizoctonia,Rhizoctonia solani,GCA_045866225.1
Rhizoctonia,Rhizoctonia solani,GCA_048471615.1
Rhizoctonia,Rhizoctonia solani,GCA_049245135.1
Rhizoctonia,Rhizoctonia solani 123E,GCA_000715385.1
Rhizoctonia,Rhizoctonia solani AG-1 IA,GCA_000334115.1
Rhizoctonia,Rhizoctonia solani AG-1 IA,GCA_001899475.2
Rhizoctonia,Rhizoctonia solani AG-1 IB,GCA_000350255.1
Rhizoctonia,Rhizoctonia solani AG-1 IB,GCA_000832345.2
Rhizoctonia,Rhizoctonia solani AG-11,GCA_021018865.1
Rhizoctonia,Rhizoctonia solani AG-3 PT,GCA_003268435.1
Rhizoctonia,Rhizoctonia solani AG-3 Rhs1AP,GCA_000524645.1
Rhizoctonia,Rhizoctonia solani AG-8 WAC10335,GCA_000695385.1
Rhizopus,Rhizopus arrhizus,GCA_000697195.1
Rhizopus,Rhizopus arrhizus,GCA_011763645.1
Rhizopus,Rhizopus arrhizus,GCA_011763775.1
Rhizopus,Rhizopus arrhizus,GCA_011763875.1
Rhizopus,Rhizopus arrhizus,GCA_011763935.1
Rhizopus,Rhizopus arrhizus,GCA_011763955.1
Rhizopus,Rhizopus arrhizus,GCA_011763975.1
Rhizopus,Rhizopus arrhizus,GCA_011763995.1
Rhizopus,Rhizopus arrhizus,GCA_011764025.1
Rhizopus,Rhizopus arrhizus,GCA_011764055.1
Rhizopus,Rhizopus arrhizus,GCA_011764125.1
Rhizopus,Rhizopus arrhizus,GCA_011764185.1
Rhizopus,Rhizopus arrhizus,GCA_011764225.1
Rhizopus,Rhizopus arrhizus,GCA_011764265.1
Rhizopus,Rhizopus arrhizus,GCA_011800955.2
Rhizopus,Rhizopus arrhizus,GCA_011800985.2
Rhizopus,Rhizopus arrhizus,GCA_011801035.2
Rhizopus,Rhizopus arrhizus,GCA_011801055.2
Rhizopus,Rhizopus arrhizus,GCA_011801305.2
Rhizopus,Rhizopus arrhizus,GCA_011801335.2
Rhizopus,Rhizopus arrhizus,GCA_011801385.2
Rhizopus,Rhizopus arrhizus,GCA_011801495.1
Rhizopus,Rhizopus arrhizus,GCA_011801505.2
Rhizopus,Rhizopus arrhizus,GCA_011801555.2
Rhizopus,Rhizopus arrhizus,GCA_011801575.2
Rhizopus,Rhizopus arrhizus,GCA_011801605.2
Rhizopus,Rhizopus arrhizus,GCA_011801645.2
Rhizopus,Rhizopus arrhizus,GCA_011801675.2
Rhizopus,Rhizopus arrhizus,GCA_011801705.2
Rhizopus,Rhizopus arrhizus,GCA_011801725.2
Rhizopus,Rhizopus arrhizus,GCA_011801785.2
Rhizopus,Rhizopus arrhizus,GCA_011801815.2
Rhizopus,Rhizopus arrhizus,GCA_011950945.2
Rhizopus,Rhizopus arrhizus,GCA_011950985.2
Rhizopus,Rhizopus arrhizus,GCA_011951285.2
Rhizopus,Rhizopus arrhizus,GCA_011951295.2
Rhizopus,Rhizopus arrhizus,GCA_011952045.2
Rhizopus,Rhizopus arrhizus,GCA_011952115.2
Rhizopus,Rhizopus arrhizus,GCA_011952145.2
Rhizopus,Rhizopus arrhizus,GCA_011952175.2
Rhizopus,Rhizopus arrhizus,GCA_019828915.1
Rhizopus,Rhizopus arrhizus,GCA_023630295.1
Rhizopus,Rhizopus arrhizus,GCA_023630335.1
Rhizopus,Rhizopus arrhizus,GCA_024220505.1
Rhizopus,Rhizopus arrhizus,GCA_048164915.1
Rhizopus,Rhizopus arrhizus,GCA_050389755.1
Rhizopus,Rhizopus arrhizus,GCA_054130755.1
Rhizopus,Rhizopus arrhizus 99-133,GCA_000697135.1
Rhizopus,Rhizopus arrhizus 99-892,GCA_000697725.1
Rhizopus,Rhizopus arrhizus B7407,GCA_000696915.1
Rhizopus,Rhizopus arrhizus HUMC 02,GCA_000697605.1
Rhizopus,Rhizopus arrhizus Type I NRRL 13440,GCA_000697075.1
Rhizopus,Rhizopus arrhizus Type I NRRL 18148,GCA_000697095.1
Rhizopus,Rhizopus arrhizus Type I NRRL 21396,GCA_000697115.1
Rhizopus,Rhizopus azygosporus,GCA_003325435.1
Rhizopus,Rhizopus delemar,GCA_000697155.1
Rhizopus,Rhizopus delemar,GCA_011763585.1
Rhizopus,Rhizopus delemar,GCA_011763605.1
Rhizopus,Rhizopus delemar,GCA_011763695.1
Rhizopus,Rhizopus delemar,GCA_011763715.1
Rhizopus,Rhizopus delemar,GCA_011763735.1
Rhizopus,Rhizopus delemar,GCA_011763755.1
Rhizopus,Rhizopus delemar,GCA_011763795.1
Rhizopus,Rhizopus delemar,GCA_011763815.1
Rhizopus,Rhizopus delemar,GCA_011763835.1
Rhizopus,Rhizopus delemar,GCA_011763855.1
Rhizopus,Rhizopus delemar,GCA_011763895.1
Rhizopus,Rhizopus delemar,GCA_011763915.1
Rhizopus,Rhizopus delemar,GCA_011764145.1
Rhizopus,Rhizopus delemar,GCA_019022795.1
Rhizopus,Rhizopus delemar,GCA_054127015.1
Rhizopus,Rhizopus delemar RA 99-880,GCA_000149305.1
Rhizopus,Rhizopus delemar Type II NRRL 21446,GCA_000738605.1
Rhizopus,Rhizopus delemar Type II NRRL 21447,GCA_000738595.1
Rhizopus,Rhizopus delemar Type II NRRL 21477,GCA_000738585.1
Rhizopus,Rhizopus microsporus,GCA_000825725.1
Rhizopus,Rhizopus microsporus,GCA_002083735.1
Rhizopus,Rhizopus microsporus,GCA_011762625.1
Rhizopus,Rhizopus microsporus,GCA_011762635.1
Rhizopus,Rhizopus microsporus,GCA_011763475.1
Rhizopus,Rhizopus microsporus,GCA_011763565.1
Rhizopus,Rhizopus microsporus,GCA_011764045.1
Rhizopus,Rhizopus microsporus,GCA_019022815.1
Rhizopus,Rhizopus microsporus,GCA_034509365.1
Rhizopus,Rhizopus microsporus,GCA_039881115.1
Rhizopus,Rhizopus microsporus,GCA_046865755.1
Rhizopus,Rhizopus microsporus,GCA_051997045.1
Rhizopus,Rhizopus microsporus,GCA_051997065.1
Rhizopus,Rhizopus microsporus,GCA_051997195.1
Rhizopus,Rhizopus microsporus ATCC 52813,GCA_002708625.1
Rhizopus,Rhizopus microsporus B9738,GCA_000697275.1
Rhizopus,Rhizopus microsporus var rhizopodiformus B7455,GCA_000738565.1
Rhizopus,Rhizopus microsporus var. chinensis,GCA_051997165.1
Rhizopus,Rhizopus microsporus var. chinensis CCTCC M201021,GCA_000325505.1
Rhizopus,Rhizopus microsporus var. microsporus,GCA_002083745.1
Rhizopus,Rhizopus microsporus var. microsporus,GCA_051997145.1
Rhizopus,Rhizopus microsporus var. oligosporus,GCA_040206765.1
Rhizopus,Rhizopus microsporus var. rhizopodiformis,GCA_006680115.1
Rhizopus,Rhizopus sp. FBL578,GCA_049863895.1
Rhizopus,Rhizopus sp. PT2906,GCA_025529335.1
Rhizopus,Rhizopus stolonifer,GCA_003325415.1
Rhizopus,Rhizopus stolonifer,GCA_040807145.1
Rhizopus,Rhizopus stolonifer,GCA_054954275.1
Rhizopus,Rhizopus stolonifer B9770,GCA_000697035.1
Rhytidhysteron,Rhytidhysteron rufulum CBS 306.38,GCA_000467735.1
Rosellinia,Rosellinia necatrix,GCA_001445595.3
Rosellinia,Rosellinia necatrix,GCA_021209665.1
Rosellinia,Rosellinia necatrix,GCA_021209685.1
Rosellinia,Rosellinia necatrix,GCA_021209715.1
Rosellinia,Rosellinia necatrix,GCA_021209865.1
Rosellinia,Rosellinia necatrix,GCA_021209875.1
Rosellinia,Rosellinia necatrix,GCA_026420105.1
Schizophyllum,Schizophyllum amplum,GCA_007026445.1
Schizophyllum,Schizophyllum commune,GCA_001599475.1
Schizophyllum,Schizophyllum commune,GCA_003313685.1
Schizophyllum,Schizophyllum commune,GCA_009746445.1
Schizophyllum,Schizophyllum commune,GCA_009746475.1
Schizophyllum,Schizophyllum commune,GCA_009746485.1
Schizophyllum,Schizophyllum commune,GCA_009746505.1
Schizophyllum,Schizophyllum commune,GCA_014900015.1
Schizophyllum,Schizophyllum commune,GCA_019142945.1
Schizophyllum,Schizophyllum commune,GCA_019142955.1
Schizophyllum,Schizophyllum commune,GCA_019142965.1
Schizophyllum,Schizophyllum commune,GCA_019142975.1
Schizophyllum,Schizophyllum commune,GCA_019143045.1
Schizophyllum,Schizophyllum commune,GCA_019143055.1
Schizophyllum,Schizophyllum commune,GCA_019143065.1
Schizophyllum,Schizophyllum commune,GCA_019143075.1
Schizophyllum,Schizophyllum commune,GCA_019143085.1
Schizophyllum,Schizophyllum commune,GCA_019143235.1
Schizophyllum,Schizophyllum commune,GCA_019143245.1
Schizophyllum,Schizophyllum commune,GCA_019143255.1
Schizophyllum,Schizophyllum commune,GCA_019143275.1
Schizophyllum,Schizophyllum commune,GCA_019143295.1
Schizophyllum,Schizophyllum commune,GCA_019143345.1
Schizophyllum,Schizophyllum commune,GCA_019143355.1
Schizophyllum,Schizophyllum commune,GCA_019143365.1
Schizophyllum,Schizophyllum commune,GCA_019143375.1
Schizophyllum,Schizophyllum commune,GCA_019143385.1
Schizophyllum,Schizophyllum commune,GCA_019143565.1
Schizophyllum,Schizophyllum commune,GCA_019143575.1
Schizophyllum,Schizophyllum commune,GCA_019143605.1
Schizophyllum,Schizophyllum commune,GCA_019143615.1
Schizophyllum,Schizophyllum commune,GCA_019143625.1
Schizophyllum,Schizophyllum commune,GCA_024373065.1
Schizophyllum,Schizophyllum commune,GCA_039880695.1
Schizophyllum,Schizophyllum commune,GCA_041438035.1
Schizophyllum,Schizophyllum commune,GCA_041438045.1
Schizophyllum,Schizophyllum commune,GCA_041438055.1
Schizophyllum,Schizophyllum commune,GCA_041438085.1
Schizophyllum,Schizophyllum commune,GCA_041438095.1
Schizophyllum,Schizophyllum commune,GCA_041438155.1
Schizophyllum,Schizophyllum commune,GCA_041438175.1
Schizophyllum,Schizophyllum commune,GCA_049639145.1
Schizophyllum,Schizophyllum commune,GCA_049639205.1
Schizophyllum,Schizophyllum commune,GCA_049639225.1
Schizophyllum,Schizophyllum commune,GCA_049639265.1
Schizophyllum,Schizophyllum commune,GCA_049639285.1
Schizophyllum,Schizophyllum commune,GCA_049639345.1
Schizophyllum,Schizophyllum commune,GCA_049639365.1
Schizophyllum,Schizophyllum commune,GCA_049639405.1
Schizophyllum,Schizophyllum commune H4-8,GCA_000143185.2
Schizophyllum,Schizophyllum commune Loenen D,GCA_023508725.1
Schizophyllum,Schizophyllum commune Tattone D,GCA_023508785.1
Schizophyllum,Schizophyllum fasciatum,GCA_041438165.1
Sclerotinia,Sclerotinia asari,GCA_040437585.1
Sclerotinia,Sclerotinia borealis F-4128,GCA_000503235.1
Sclerotinia,Sclerotinia glacialis,GCA_002162575.1
Sclerotinia,Sclerotinia minor,GCA_024586315.1
Sclerotinia,Sclerotinia minor,GCA_025389075.1
Sclerotinia,Sclerotinia minor,GCA_029034665.1
Sclerotinia,Sclerotinia nivalis,GCA_029531795.1
Sclerotinia,Sclerotinia sativa,GCA_040955825.1
Sclerotinia,Sclerotinia sclerotiorum,GCA_019022465.1
Sclerotinia,Sclerotinia sclerotiorum,GCA_025389095.1
Sclerotinia,Sclerotinia sclerotiorum,GCA_025594185.1
Sclerotinia,Sclerotinia sclerotiorum,GCA_039834425.1
Sclerotinia,Sclerotinia sclerotiorum,GCA_039834435.1
Sclerotinia,Sclerotinia sclerotiorum,GCA_039834445.1
Sclerotinia,Sclerotinia sclerotiorum,GCA_039834455.1
Sclerotinia,Sclerotinia sclerotiorum,GCA_039834465.1
Sclerotinia,Sclerotinia sclerotiorum,GCA_039834475.1
Sclerotinia,Sclerotinia sclerotiorum,GCA_039834485.1
Sclerotinia,Sclerotinia sclerotiorum,GCA_039834495.1
Sclerotinia,Sclerotinia sclerotiorum,GCA_039834505.1
Sclerotinia,Sclerotinia sclerotiorum,GCA_039834515.1
Sclerotinia,Sclerotinia sclerotiorum,GCA_039834535.1
Sclerotinia,Sclerotinia sclerotiorum,GCA_039834545.1
Sclerotinia,Sclerotinia sclerotiorum,GCA_039834555.1
Sclerotinia,Sclerotinia sclerotiorum,GCA_039834565.1
Sclerotinia,Sclerotinia sclerotiorum,GCA_039834585.1
Sclerotinia,Sclerotinia sclerotiorum,GCA_039834605.1
